지역본부,소속,선명,역이름,년,월,일,시,분,요일,역/열차,장소,세부장소,성별,나이,음주,세부내용,부상상태
충북본부,영월역,태백선,영월역,16,7,22,11 ,55,금,역,화장실,역화장실,여,,무,화장실 사용 후 혼절로 쓰러져 머리를 다침,경상
충북본부,제천열차승무사업소,중앙선,원주역,16,8,3,0 ,39,월,무궁화,객차승강문,홈승강장,여,47,무, #1641열차 발차 후 승강문 닫힘 등이 소등 후 열차 출발 직후 고객이 강제로 승강문을 열고 내리다가 승강문이 닫히면서 다리가 끼여 홈승강장으로 넘어져 끌려가면서 찰과상    ,경상
충북본부,제천열차승무사업소,태백선,영월역,16,10,30,1 ,51,일,무궁화,객차승강문,객차승강문,남,63,무,#1641열차 영월역 도착 후 승강문 열림 취급을 자동으로 하였으나 문이 열린 후 5초 정도 지난 후 오작동으로 문이 닫혀 승강문에 팔이끼임,경상
수도권서부본부,병점승무,경부선,병점역,16,1,1,18 ,24,금,광역전철,타는 곳,하행 타는 곳,남,30,무,전동열차 승차중에 승강장안전문에 끼어 부상을 당함,경상
수도권서부본부,구로관리역,경부선,금천구청역,16,1,1,17 ,13,금,역,타는 곳,하행 타는 곳,여,80대이상,무,전동열차 하차중 신원미상의 젊은 고객과 부딪혀 넘어짐,경상
수도권서부본부,부천관리역,경인선,부천역,16,1,2,23 ,20,토,역,E/S,7호기 E/S,남,20,무,에스컬레이터 이용중(핸드폰을 보면서 올라옴) 슬리퍼가 에스컬레이터에 끼면서 훼손,대물
수도권서부본부,구로열차,경부선,구로열차,16,1,2,16 ,1,토,광역전철,열차출입문,전동열차출입문,여,30,무,전동열차에 승차중 출입문에 다리가 끼임,경상
수도권서부본부,부평관리역,경인선,동암역,16,1,2,0 ,23,토,역,E/S,E/S,남,60,무,에스컬레이터 이용중 중심을 잃고 넘어졌으나 패팅이 끼면서 부상,대물
수도권서부본부,광명관리역,경부선,광명역,16,1,2,13 ,18,토,역,E/S,2호기 E/S,여,40,무,엘리베이터 이용중 엘리베이터에 무리하게 승차하면서 손이 끼임,경상
수도권서부본부,부평관리역,경인선,부개역,16,1,3,10 ,50,일,역,E/S,1호기 E/S,남,20,음주,음주상태로 에스컬레이터 이용중 중심을 잃고 넘어짐,경상
수도권서부본부,영등포관리역,경부선,영등포역,16,1,4,12 ,59,월,역,E/S,상행 E/S,여,70,무,에스컬레이터 이용중 중심을 잃고 뒤로 넘어짐,경상
수도권서부본부,물류사업단,경인선,인천역,16,1,6,8 ,30,수,역,타는 곳,타는 곳,여,70,무,인천역 리모델링 바닥 공사를 위해 깔아둔 처에 걸려서 넘어짐,경상
수도권서부본부,부천관리역,경인선,역곡역,16,1,7,23 ,7,목,역,E/S,북광장 E/S,여,30,무,에스컬레이터 이용중 일행과 대화하다 중심을 잃고 넘어짐,경상
수도권서부본부,구로열차,경인선,동인천역,16,1,8,11 ,5,금,광역전철,열차출입문,전동열차출입문,여,60,무,전동열차 5-1승차중에 출입문에 오른쪽 발목이 끼임,경상
수도권서부본부,영등포관리역,경부선,영등포역,16,1,8,15 ,0,금,역,E/S,공용 E/S,여,30,무,민자 E/S를 이용중에 앞서가던 고객 카트에 발이 걸리면서 넘어짐,경상
수도권서부본부,안양관리역,경부선,금정역,16,1,9,22 ,55,토,역,계단,계단,남,70,음주,하행 계단 중간지점에 원인미상으로 고객이 쓰러져 피를 흘리고 있었음,경상
수도권서부본부,안산관리역,안산선,한대앞역,16,1,9,23 ,40,토,역,타는 곳,타는 곳,남,60,음주,만취상태로 타는 곳을 걷다가 중심을 잃고 선로로 추락,경상
수도권서부본부,안산승무,과천선,범계역,16,1,10,16 ,49,일,광역전철,객실,객실,여,70,무,객실내에서 차내 진동으로 객실내 고객이 연쇄적으로 넘어짐,경상
수도권서부본부,영등포관리역,경부선,신도림역,16,1,11,14 ,40,월,역,타는 곳,하행 타는 곳,여,70,무,전동열차 승차 중 타는 곳과 전동열차 사이로 다리가 빠짐,경상
수도권서부본부,부평관리역,경인선,동암역,16,1,11,8 ,15,월,역,E/S,1호기 E/S,여,70,무,에스컬레이터 이용중 중심을 잃고 뒤로 넘어짐,경상
수도권서부본부,구로열차,경부선,구로열차,16,1,11,17 ,45,월,광역전철,열차출입문,전동열차출입문,여,70,무,전동열차에서 하차 중 넘어져 부상,경상
수도권서부본부,부평관리역,경인선,동암역,16,1,12,14 ,20,화,역,E/S,E/S,여,70,무,에스컬레이터 이용중 지병(중풍 추정)이 먼저 넘어지시고 뒤따라 올라가던중 같이 넘어져 부상(당시는 집으로 귀가),경상
수도권서부본부,부천관리역,경인선,중동역,16,1,12,12 ,18,화,역,E/S,하행 E/S,여,50,무,하행 에스컬레이터에 승차 후 앞쪽에 승차한 고객이 넘어지면서 그 여파로 연쇄적으로 넘어짐,경상
수도권서부본부,안양관리역,경부선,안양역,16,1,13,9 ,56,수,역,E/L,17호기 E/V,여,80대이상,무,엘리베이터에 승차 시도중 엘리베이터 안에 고객이 밀어서 넘어짐,경상
수도권서부본부,구로관리역,경부선,가산디지털단지역,16,1,15,8 ,50,금,역,타는 곳,상행 타는 곳,여,60,무,가산디지털단지역 정차 중 다른사람에 떠밀려 넘어짐,경상
수도권서부본부,안양관리역,과천선,범계역,16,1,16,18 ,15,토,역,E/S,4번출구 E/S,남,80대이상,무,에스컬레이터에 타자마자 다라에 힘이 풀려 넘어짐,경상
수도권서부본부,수원관리역,경부선,성균관대역,16,1,17,16 ,29,일,광역전철,객실,객실,남,50,음주,전동열차내에 자전거를 못보고 내려가다가 부주의로 넘어짐,경상
수도권서부본부,부천관리역,경인선,구일역,16,1,18,13 ,15,월,역,계단,하행 계단,여,70,무,하행 계단 내려오는 곳 두번째 계단에서 넘어짐,경상
수도권서부본부,안양관리역,경부선,안양역,16,1,19,15 ,0,화,역,기타,기타,여,50,무,안양역 추붕에 설치된(폴리카보네트)지붕o가 강풍에 의하여 낙하하여 부상,경상
수도권서부본부,안산관리역,수인선,송도역,16,1,19,10 ,8,화,역,맞이방,기타,남,50,무,사회복무요원과 장애인 고객관 검표중 발생한 쌍방 폭행 사고,경상
수도권서부본부,광명관리역,경부선,광명역,16,1,20,17 ,26,수,역,타는 곳,타는 곳,남,30,무,타는 곳에 음료수가 깨져있어 미끄러져 넘어진 사고,경상
수도권서부본부,부평관리역,경인선,부개역,16,1,20,22 ,51,수,역,E/S,5호기 E/S,남,30,음주,에스컬레이터 이용 중 넘어져 부상,경상
수도권서부본부,안산관리역,안산선,산본역,16,1,20,14 ,26,수,역,계단,서쪽 계단,남,70,음주,전동열차 하차 후 내려오던 중 실족하여 4~5계단 정도 구름,경상
수도권서부본부,안양관리역,과천선,정부과천청사역,16,1,20,14 ,30,수,역,E/S,1번출구 E/S,남,70,무,1번출구 에스컬레이터이용중 중심을 잃고 넘어짐,경상
수도권서부본부,부평관리역,경인선,동암역,16,1,21,16 ,55,목,역,계단,계단,여,60,무,인천방면 계단을 내려가시다 본인부주의로 넘어짐,경상
수도권서부본부,부천관리역,경인선,역곡역,16,1,13,10 ,43,수,역,맞이방,맞이방 게이트,여,80대이상,무,게이트를 통과하던중 다른고객과 부딪혀 넘어짐,경상
수도권서부본부,부평관리역,경인선,백운역,16,1,22,13 ,30,금,역,E/S,상행 E/S,남,70,무,에스컬레이터 이용 중 앞서가던 고객이 넘어지면서 덩달아 넘어짐,경상
수도권서부본부,안양관리역,과천선,범계역,16,1,23,22 ,45,토,역,계단,계단,여,20,무,고객이 어지러움으로 쓰러지면서 벽에 부딪힘,경상
수도권서부본부,안양관리역,과천선,정부과천청사역,16,1,23,17 ,50,토,역,계단,2번 출구 계단,여,20,무,2번 출구 계단을 내려오다 발을 헛디져 넘어지며서 앞니가 부러지면서 팔다리 부상,경상
수도권서부본부,구로열차,경부선,용산역,16,1,25,8 ,30,월,광역전철,열차출입문,전동열차출입문,여,60,무,부천역 전동열차 승차중 고객들에게 떠밀려 스크린도어에 손가락이 끼임,경상
수도권서부본부,수원관리역,경부선,군포역,16,1,25,20 ,28,월,역,E/L,광장E/V,남,70,무,엘리베이터를 이용하려 버튼을 누르는 중 검지손가락 끝에 찔림,경상
수도권서부본부,안양관리역,과천선,인덕원역,16,1,25,18 ,20,월,역,E/S,7번 출구 ,여,70,음주,7번출구쪽 E/S를 이용하는 중 중심을 잃고 넘어짐,경상
수도권서부본부,병점승무,경부선,세류역,16,1,26,21 ,40,화,광역전철,열차출입문,전동열차출입문,여,60,무,전동열차 하차 중 출입문이 닫혀 손가락이 끼인 상태로 병점역으로 이동,경상
수도권서부본부,병점승무,경부선,금정역,16,1,26,16 ,59,화,광역전철,객실,객실,남,20,무,전동열차 원인미상의 물체가 날아와 유리창이 깨지면서 그 파편에 운동화가 훼손,대물
수도권서부본부,구로열차,경부선,신이문역,16,1,26,19 ,38,화,광역전철,열차출입문,전동열차출입문,여,50,무,전동열차 승차중 출입문에 팔이 끼임,경상
수도권서부본부,병점승무,경부선,금천구청역,16,1,27,17 ,17,수,광역전철,객실,객실,남,20,무,전동열차 안에서 비상변에 의해 넘어짐,경상
수도권서부본부,부천관리역,경인선,온수역,16,1,27,16 ,23,수,역,계단,계단,남,20,무,전동열차를 빠르게 타려고 뛰어가는 중 미끄러져 넘어짐,경상
수도권서부본부,안산관리역,수인선,호구포역,16,1,27,17 ,17,수,역,E/S,E/S,남,50,무,에스컬레이트를 뛰어 올라가다가 넘어짐,경상
수도권서부본부,부평관리역,경인선,주안역,16,1,28,20 ,15,목,역,계단,계단,남,60,무,주안역 지하 맞이방 계단에서 내려가다 넘어지면서 두부 찰과상,경상
수도권서부본부,영등포관리역,경부선,영등포역,16,1,28,16 ,55,목,역,계단,2번 계단,여,80대이상,무,2번 홈 계단(3층 -> 1층) 중간쯤에서 내려가다 실족하여 넘어져 부상,경상
수도권서부본부,부평관리역,경인선,부평역,16,1,30,14 ,41,토,역,계단,계단,남,60,음주,전동열차 하차한 고객이 1번 계단 핸드레일을 잡고 내려오단 중간지점에서 다른고객의 의해 넘어짐,경상
수도권서부본부,안산승무,수인선,월곶역,16,1,31,14 ,33,일,광역전철,열차출입문,전동열차출입문,남,70,무,전동휠체어 타고 하차하는 중 전동열차 출입문사이에 끼임,대물
수도권서부본부,수원관리역,경부선,수원역,16,1,31,14 ,15,일,역,계단,계단,여,30,무,하행 계단에서 내려가는 중 넘어져 발목 부상,경상
수도권서부본부,평택관리역,경부선,평택역,16,1,23,16 ,35,토,역,E/S,E/S,여,70,무,상행 에스컬레이터를 이용하는 중 중심을 잃고 넘어져 부상,경상
수도권서부본부,영등포관리역,경부선,영등포역,16,1,21,19 ,48,목,역,타는 곳,상행 타는 곳,여,40,무,여객열차 6호차 지점에서 하차하는 중 객차와 타는 곳 사이에 왼쪽 다리가 빠져 넘어짐,경상
수도권서부본부,안산승무,과천선,안산승무,16,1,14,16 ,20,목,광역전철,열차출입문,전동열차출입문,여,30,무,전동열차에 음악을 들으면서 승차중 출입문에 팔목이 끼임,경상
수도권서부본부,부평관리역,경인선,동암역,16,1,4,22 ,20,월,역,계단,하행 계단,여,50,무,전동열차를 이용 후 계단을 내려오다 넘어짐,경상
수도권서부본부,안산관리역,안산선,반월역,16,1,12,21 ,7,화,역,E/S,하행 E/S,남,50,음주,음주상태로 에스컬레이터 이용중 중심을 잃고 넘어짐,경상
수도권서부본부,광명관리역,경부선,광명역,16,2,1,7 ,45,월,역,맞이방,맞이방 자동문,여,40,무,KTX 열차를 타기위해 맞이방으로 들어오는 중 자동문에 몸이 끼임,경상
수도권서부본부,안산관리역,수인선,호구포역,16,2,2,8 ,49,화,역,E/S,E/S,남,70,음주,만취상태로 에스컬레이터 타고 내려오다 하부에서 넘어짐,경상
수도권서부본부,수원관리역,경부선,화서역,16,2,3,12 ,7,수,역,E/S,상행 E/S,여,50,무,에스컬레이터 이용 중 넘어짐,경상
수도권서부본부,영등포관리역,경부선,영등포역,16,2,4,23 ,30,목,역,역광장,서부광장,여,50,무,에스컬레이터 이용 중 앞서가던 사람에 밀려 넘어짐,경상
수도권서부본부,안양관리역,과천선,범계역,16,2,5,8 ,40,금,역,맞이방,맞이방 게이트,여,40,무,하행 게이트 통과중에 옷이 걸려 찢어짐,대물
수도권서부본부,수원관리역,경부선,수원역,16,2,4,0 ,32,목,역,E/S,14호기 E/S,남,60,음주,에스컬레이터 이용 중 만취상태로 몸을 가누지 못하고 넘어짐,경상
수도권서부본부,수원관리역,경부선,세류역,16,2,5,8 ,20,금,역,계단,계단,여,50,무,전동열차를 타기 위해 이동중 계단에서 넘어짐,경상
수도권서부본부,수원관리역,경부선,수원역,16,2,5,5 ,50,금,역,E/S,하행 E/S,여,70,무,에스컬레이터 정지된 상태에서 걸어 내려가다 넘어짐,경상
수도권서부본부,물류사업단,경부선,의왕역,16,2,5,19 ,10,금,역,타는 곳,하행 타는 곳,남,60,음주,만취상태로 승강장에서 중심을 잃고 선로로 추락함,경상
수도권서부본부,광명관리역,경부선,광명역,16,2,5,16 ,0,금,역,맞이방,3번 맞이방,여,60,무,맞이방을 걸어가다 원인미상(개인부주의)으로 넘어짐,경상
수도권서부본부,평택관리역,경부선,오산역,16,2,6,18 ,3,토,역,타는 곳,상행 타는 곳,여,80대이상,무,열차 하차후 타는 곳에서 이동중 중심을 잃고 넘어짐,경상
수도권서부본부,안산관리역,안산선,대야미역,16,2,6,0 ,9,토,역,타는 곳,상행 타는 곳,남,20,음주,만취상태로 승강장에서 중심을 잃고 선로로 추락함,경상
수도권서부본부,부평관리역,경인선,백운역,16,2,6,19 ,18,토,역,E/S,상행 E/S,남,70,음주,에스컬레이터 이용중 중심을 잃고 넘어짐,경상
수도권서부본부,안양관리역,과천선,대공원역,16,2,6,12 ,25,토,역,타는 곳,상행 타는 곳,남,80대이상,무,승강장 끝으로 이동하여 안전펜스가 있는 줄 알고 손으로 잡으려다 추락,경상
수도권서부본부,안산관리역,안산선,산본역,16,2,8,11 ,59,월,역,E/S,상행 E/S,남,80대이상,무,에스컬레이터 이용 중 중심을 잃고 넘어짐,경상
수도권서부본부,부천관리역,경인선,개봉역,16,2,8,13 ,45,월,역,E/S,2번출입구 E/S,남,50,무,에스컬레이터 이용 중 벽면 타일이 떨어지면서 안면부에 접촉 부상,경상
수도권서부본부,안산관리역,수인선,호구포역,16,2,9,15 ,30,화,역,E/S,하행 E/S,여,70,무,에스컬레이터 이용 중 다리에 힘이 풀려 넘어짐,경상
수도권서부본부,부천관리역,경인선,송내역,16,2,9,17 ,15,화,역,E/S,남광장 E/S,남,50,무,남광장 에스컬레이터 이용 중 중심을 잡지 못하고 넘어짐,경상
수도권서부본부,수원관리역,경부선,군포역,16,2,10,19 ,10,수,역,계단,하행 계단,남,70,음주,만취상태로 계단을 이용하다 넘어짐,경상
수도권서부본부,안산관리역,안산선,한대앞역,16,2,11,17 ,13,목,역,이동통로,역광장 출입구,남,50,음주,광장에서 역사 출입문으로 진입중 원인미상으로 넘어짐(고객부주의),경상
수도권서부본부,부평관리역,경인선,부평역,16,2,13,11 ,40,토,역,이동통로,이동통로,남,50,무,이동통로에서 인천지하철을 이용하기 이동중 원인미상으로 넘어짐,경상
수도권서부본부,부평관리역,경인선,동암역,16,2,13,6 ,50,토,역,계단,맞이방 계단,남,50,무,2번 출구에서 맞이방 방향 계단을 이용하다 넘어짐,경상
수도권서부본부,안양관리역,과천선,평촌역,16,2,13,14 ,20,토,역,계단,하행 계단,여,30,무,하행 승강장 계단을 내려가던 중 다리릴 삐끗하여 넘어짐,경상
수도권서부본부,평택관리역,경부선,서동탄역,16,2,15,22 ,33,월,역,맞이방,맞이방,여,20,무,맞이방 외부 계단을 내려가다 미끄러져 넘어짐,경상
수도권서부본부,부평관리역,경인선,동인천역,16,2,16,18 ,57,화,역,E/S,E/S,여,80대이상,무,에스컬레이터 이용중 코트가 길어 에스컬레이터에 끼임,대물
수도권서부본부,구로관리역,경부선,가산디지털단지역,16,2,17,13 ,20,수,역,타는 곳,하행 타는 곳,남,70,무,전동열차 하차중 넘어짐,경상
수도권서부본부,영등포관리역,경부선,노량진역,16,2,17,14 ,5,수,역,타는 곳,상행 타는 곳,남,50,무,전동휠체어에서 노량진역 하차 중 이격거리로 바퀴가 빠짐,대물
수도권서부본부,안양관리역,과천선,선바위역,16,2,17,20 ,25,수,역,타는 곳,하행 타는 곳,여,50,무,전동열차 하차 중 시각장애인이 보호자와 하차중 이격거리에 다리가 빠짐,경상
수도권서부본부,안산관리역,안산선,신길온천역,16,2,18,23 ,47,목,역,타는 곳,상행 타는 곳,여,20,무,전동열차를 급하게 타려고 뛰다 넘어짐,경상
수도권서부본부,평택관리역,경부선,오산대역,16,2,18,18 ,0,목,역,E/S,하행 E/S,남,70,무,에스컬레이터 이용하려다 원인미상으로 쓰러지면서 E/S기둥에 부딪힘,경상
수도권서부본부,부천관리역,경인선,송내역,16,2,19,14 ,7,금,역,맞이방,맞이방,남,50,무,맞이방 중간에서 넘어짐,경상
수도권서부본부,안산관리역,안산선,반월역,16,2,20,17 ,35,토,역,계단,하행 계단,남,50,음주,하행 계단에서 내려가는 중 넘어져 부상,경상
수도권서부본부,영등포관리역,경부선,노량진역,16,2,20,17 ,35,토,역,타는 곳,상행 타는 곳,남,70,무,전동열차 하차후 안전펜스를 잡고 서있다 원인미상으로 쓰러지면서 통과중인 전동열차에 머리 접촉,중상
수도권서부본부,안산관리역,안산선,초지역,16,2,20,15 ,55,토,역 ,타는 곳,하행 타는 곳,여,60,무,타는 곳 이동중 시각장애인용 점자블록에 걸려 넘어짐,경상
수도권서부본부,안산승무,안산선,호구포역,16,2,21,15 ,3,일,광역전철,타는 곳,상행 타는 곳,남,70,무,전동열차 승차중 출입문이 닫히면서 우측발판이 훼손,대물
수도권서부본부,수원관리역,경부선,수원역,16,2,21,14 ,19,일,역,계단,계단,남,70,무,하행 계단을 이용중 넘어짐,경상
수도권서부본부,안양관리역,과천선,경마공원역,16,2,21,19 ,20,일,역,계단,1번출구 계단,남,60,음주,1번 출구 계단을 음주상태로 내려오다 넘어져 부상,경상
수도권서부본부,수원관리역,경부선,수원역,16,2,21,18 ,1,일,역,E/S,7호기 E/S,남,80대이상,무,환승통로 이용중 E/S에서 넘어져 부상,경상
수도권서부본부,부평관리역,경인선,동암역,16,2,22,10 ,35,월,역,E/S,3호기 E/S,여,40,무,에스컬레이터 이용중 앞서가던 고객이 넘어지면서 연쇄로 넘어짐,경상
수도권서부본부,안양관리역,과천선,범계역,16,2,22,21 ,48,월,역,E/S,상행 E/S,여,60,음주,에스컬레이터 타고 올라오단 넘어짐,경상
수도권서부본부,안양관리역,과천선,정부과천청사역,16,2,23,9 ,49,화,역,E/S,1호기 E/S,여,70,무,에스컬레이터 이용중 앞서가던 고객이 넘어지면서 연쇄로 넘어짐,경상
수도권서부본부,안양관리역,경부선,금정역,16,2,24,22 ,44,수,역,타는 곳,타는 곳,남,40,음주,타는 곳에서 바닥에 쓰러져 있는 고객 발견하여 이송조치,경상
수도권서부본부,영등포관리역,경인선,대방역,16,2,24,18 ,30,수,역,타는 곳,3번 타는 곳,여,20,무,전동열차 승차중 전동열차 이격거리에 다리가 빠짐,경상
수도권서부본부,평택관리역,경부선,오산역,16,2,24,21 ,25,수,역,E/S,1번출구 E/S,여,50,무,1번 출구 E/S 이용 중 중심을 잃고 넘어짐,경상
수도권서부본부,안양관리역,경부선,석수역,16,2,25,19 ,57,목,역,계단,상행 계단,남,30,음주,음주상태로 상행선 계단을 내려오다 중심을 잃고 넘어짐,경상
수도권서부본부,안산승무,안산선,금정역,16,2,25,17 ,20,목,광역전철,열차출입문,전동열차출입문,여,60,무,전동열차에 급하게 승차하다 닫히는 출입문에 팔이 끼임,경상
수도권서부본부,부천관리역,경인선,개봉역,16,2,26,15 ,55,금,역,E/S,북광장 E/S,여,50,무,에스컬레이터 이용중 앞서가던 고객이 넘어지면서 연쇄로 넘어짐,경상
수도권서부본부,구로관리역,경인선,부평역,16,2,26,23 ,32,금,역,타는 곳,8번 타는 곳,남,50,음주,전동열차 승차중 승강장 이격거리 사이로 발빠짐,경상
수도권서부본부,부천관리역,경인선,개봉역,16,2,26,0 ,15,금,역,E/S,4호기 E/S,여,40,무,에스컬레이터 이용중 본인 부주의에 넘어짐,경상
수도권서부본부,광명관리역,경부선,광명역,16,2,27,11 ,40,토,역,화장실,장애인 화장실,여,10대미만,무,여자 장애인 화장실에서 유아가 장난하다 자동문에 손가락이 끼임,경상
수도권서부본부,송도관리역,수인선,숭의역,16,2,28,14 ,33,일,역,E/S,3번출구 E/S,남,80대이상,무,에스컬레이터 이용중 다리에 힘이 풀리면서 넘어짐,경상
수도권서부본부,부평관리역,경인선,동암역,16,2,29,11,2,월,역,E/S,1호기 E/S,여,80대이상,무,에스컬레이터 이용 중 앞서가던 고객이 넘어져 도움을 주다 같이 넘어지는 사고,경상
수도권서부본부,부평관리역,경인선,동암역,16,2,29,21,53,월,역,E/S,3호기 E/S,남,50,음주,에스컬레이터 이용 중 중심을 잃고 넘어짐,경상
수도권서부본부,부평관리역,경인선,부평역,16,2,29,18,20,월,역,E/S,하행 E/S,여,80대이상,무,에스컬레이터 이용중 중간지점에 중심을 잃고 넘어짐,경상
수도권서부본부,안산관리역,안산선,안산역,16,3,1,19,28,화,역,이동통로,이동통로,여,70,무,이동통로에서 이동중 서있던 고객과 부딪혀 부상,경상
수도권서부본부,부천관리역,경인선,송내역,16,3,1,12,10,화,역,E/S,하행 E/S,남,80대이상,무,에스컬레이터 이용 중 중심을 잃고 넘어짐,경상
수도권서부본부,평택관리역,경부선,평택역,16,3,2,15,10,수,역,E/S,상행 E/S,여,70,무,에스컬레이터 이용 중 중심을 잃고 넘어짐,경상
수도권서부본부,안산관리역,안산선,안산역,16,3,2,14,47,수,역,E/S,상행 E/S,남,80대이상,무,에스컬레이터 이용 중 중심을 잃고 넘어짐,경상
수도권서부본부,물류사업단,경인선,인천역,16,3,2,14,55,수,역,계단,1번 출구 계단,여,60,무,에스컬레이터 이용하려다 계단에 걸려 넘어짐,경상
수도권서부본부,안산관리역,안산선,안산역,16,3,3,20,25,목,역,E/S,E/S,여,50,무,에스컬레이터 이용하여 걸어 내려가는 과정에서 발을 접질러 넘어짐,경상
수도권서부본부,안양관리역,과천선,선바위역,16,3,3,14,46,목,역,타는 곳,하행 타는 곳,여,70,무,하행 타는 곳 9-2지점에서 손수레와 같이 이동중에 타는 곳에 넘어져 부상,경상
수도권서부본부,물류사업단,경인선,인천역,16,3,3,15,45,목,역,계단,1번 출구 계단,여,30,무,에스컬레이터 이용하려다 계단에 걸려 넘어짐,경상
수도권서부본부,부천관리역,경인선,송내역,16,3,4,23,40,금,역,계단,상행 계단,남,40,무,상행 승강장 인천방면 계단에서 내려가다 굴러 넘어짐,경상
수도권서부본부,안양관리역,경인선,범계역,16,3,5,15,52,토,역,E/S,하행 E/S,남,60,무,에스컬레이터 이용 중 넘어지면서 손가락 부상,경상
수도권서부본부,송도관리역,수인선,인천논현역,16,3,4,22,18,금,역,E/S,7호기 E/S,남,60,무,7호기 에스컬레이터 이용 중 올라가던 중 넘어져 부상,경상
수도권서부본부,평택관리역,경부선,평택역,16,3,5,19,50,토,역,E/S,E/S,남,60,음주,에스컬레이터 이용 중 중심을 잃고 넘어짐,경상
수도권서부본부,부평관리역,경인선,동암역,16,3,5,17,15,토,역,E/S,1호기 E/S,여,70,무,에스컬레이터 이용 중 중심을 잃고 넘어짐,경상
수도권서부본부,영등포관리역,경부선,신도림역,16,3,5,16,50,토,역,계단,환승 계단,여,20,무,환승을 하려고 계단으로 이동중 중심을 잃고 넘어짐 ,경상
수도권서부본부,부평관리역,경인선,부평역,16,3,6,10,42,일,역,계단,1번 계단,여,70,무,1번 계단을 내려오다 왼쪽발을 접질러 넘어짐,경상
수도권서부본부,광명관리역,경부선,광명역,16,3,6,20,30,일,역,E/S,4호기 E/S,여,50,무,캐리어 가방을 들고 이동중 중심을 잃고 뒤로 넘어짐,경상
수도권서부본부,부평관리역,경인선,간석역,16,3,6,15,15,일,역,E/S,E/S,남,60,무,에스컬레이터 하행 맨 아래쪽 콤보에 운동화 뒷부분이 끼임,대물
수도권서부본부,수원관리역,경부선,수원역,16,3,7,14,30,월,역,E/S,6호기 E/S,남,60,무,부상자가 에스컬레이터 이용 중 몸을 가누지 못하고 굴러 넘어짐,경상
수도권서부본부,부평관리역,경인선,부평역,16,3,7,14,23,월,역,계단,환승 계단,여,60,무,환승을 위해 이동중 계단에서 넘어짐,경상
수도권서부본부,안산관리역,안산선,고잔역,16,3,8,22,25,화,역,계단,하행 계단,남,20,음주,음주 상태로 내려가다 중심을 잃고 넘어짐,경상
수도권서부본부,성북승무,경부선,오류동역,16,3,8,16,40,화,광역전철,전동열차출입문,전동열차출입문,여,70,무,"전동열차내에서 손가락이 끼여 부상 (영등포 승차, 구로역에서 뺌)",경상
수도권서부본부,구로관리역,경부선,가산디지털단지역,16,3,8,20,30,화,역,타는 곳,하행 타는 곳,남,60,무,전동열차 하차 후 음료수 자판기 앞에서 미끄러져 넘어짐 (음료가 흘러있었음),경상
수도권서부본부,익산열소,경부선,영등포역,16,3,8,18,10,화,새마을,객실,6호차 객실,여,20,무,의자가 젖어 있어 바지 하의에 세탁비 요구,대물
수도권서부본부,안양관리역,과천선,인덕원역,16,3,9,22,0,수,역,E/S,E/S,여,40,음주,만취상태로 에스컬레이터 타고 내려오다 하부에서 넘어짐,경상
수도권서부본부,영등포관리역,경부선,신길역,16,3,9,11,34,수,역,타는 곳,타는 곳,남,40,무,전동열차 승차 중 안전발판이 갑작스레 내려갔다 올라오면서 다리가 빠짐,경상
수도권서부본부,부평관리역,경인선,동암역,16,3,9,20,0,수,역,E/S,1호기 E/S,남,60,음주,에스컬레이터 이용 중 중심을 잃고 넘어짐,경상
수도권서부본부,물류사업단,경인선,오류동역,16,3,11,14,30,목,역,타는 곳,타는 곳,여,70,무,전동스쿠터를 이용중 조작미숙으로 추락,경상
수도권서부본부,부평관리역,경인선,동인천역,16,3,11,15,45,목,역,맞이방,맞이방 게이트,여,50,무,게이트 통과중 카드테그 미숙으로  게이터 안전바에 걸려 넘어짐,경상
수도권서부본부,영등포관리역,경부선,신도림역,16,3,10,21,50,목,역,계단,계단,남,60,음주,신도림역 1번 타는 곳에서 하차하여 환승계단을 내려가다 중심을 잃고 넘어짐,경상
수도권서부본부,부평관리역,경인선,백운역,16,3,12,9,19,토,역,선로,하2선 선로,남,70,무,전동열차 진입중인걸 확인 후 열차를 향해 뛰어듬,사망
수도권서부본부,수원관리역,경부선,성균관대역,16,3,12,20,55,토,역,계단,계단,남,20,무,역사 밖 연결통로 계단에서 뛰어가다 넘어짐,경상
수도권서부본부,송도관리역,수인선,원인재역,16,3,12,13,55,토,역,E/S,E/S,여,70,무,에스컬레이터 이용 중 앞서가던 고객이 넘어지면서 덩달아 넘어짐,경상
수도권서부본부,서울메트로,경부선,화서역,16,3,11,19,50,목,광역전철,전동열차출입문,전동열차출입문,여,40,무,전동열차 승차중 출입문에 팔과 가방이 끼임,경상
수도권서부본부,부천관리역,경인선,부천역,16,3,13,19,55,일,역,E/S,4호기 E/S,남,70,무,에스컬레이터 이용 중 본인부주의로 넘어짐,경상
수도권서부본부,물류사업단,경인선,오류동역,16,3,13,11,20,일,역,타는 곳,타는 곳,여,70,무,전동열차 진입중인걸 확인 후 열차를 향해 뛰어듬,사망
수도권서부본부,안양관리역,과천선,범계역,16,3,14,17,29,월,역,계단,계단,여,50,무,전동열차를 타기 위해 이동중 계단에서 넘어짐,경상
수도권서부본부,물류사업단,경인선,인천역,16,3,14,11,27,월,역,계단,1번 출구 계단,여,50,무,에스컬레이터 이용하려다 계단에 걸려 넘어짐,경상
